volt1_mean,volt1_std,volt1_min,volt1_max,volt1_slope,volt1_spectral_entropy,volt2_mean,volt2_std,volt2_min,volt2_max,volt2_slope,volt2_spectral_entropy,amp1_mean,amp1_std,amp1_min,amp1_max,amp1_slope,amp1_spectral_entropy,amp2_mean,amp2_std,amp2_min,amp2_max,amp2_slope,amp2_spectral_entropy,E1_FFlow_mean,E1_FFlow_std,E1_FFlow_min,E1_FFlow_max,E1_FFlow_slope,E1_FFlow_spectral_entropy,E1_OilT_mean,E1_OilT_std,E1_OilT_min,E1_OilT_max,E1_OilT_slope,E1_OilT_spectral_entropy,E1_OilP_mean,E1_OilP_std,E1_OilP_min,E1_OilP_max,E1_OilP_slope,E1_OilP_spectral_entropy,E1_CHT1_mean,E1_CHT1_std,E1_CHT1_min,E1_CHT1_max,E1_CHT1_slope,E1_CHT1_spectral_entropy,E1_CHT2_mean,E1_CHT2_std,E1_CHT2_min,E1_CHT2_max,E1_CHT2_slope,E1_CHT2_spectral_entropy,E1_CHT3_mean,E1_CHT3_std,E1_CHT3_min,E1_CHT3_max,E1_CHT3_slope,E1_CHT3_spectral_entropy,E1_CHT4_mean,E1_CHT4_std,E1_CHT4_min,E1_CHT4_max,E1_CHT4_slope,E1_CHT4_spectral_entropy,E1_EGT1_mean,E1_EGT1_std,E1_EGT1_min,E1_EGT1_max,E1_EGT1_slope,E1_EGT1_spectral_entropy,E1_EGT2_mean,E1_EGT2_std,E1_EGT2_min,E1_EGT2_max,E1_EGT2_slope,E1_EGT2_spectral_entropy,E1_EGT3_mean,E1_EGT3_std,E1_EGT3_min,E1_EGT3_max,E1_EGT3_slope,E1_EGT3_spectral_entropy,E1_EGT4_mean,E1_EGT4_std,E1_EGT4_min,E1_EGT4_max,E1_EGT4_slope,E1_EGT4_spectral_entropy,label
27.954218,0.130662,27.615971,28.277757,0.000340,0.865798,27.852983,0.146323,27.517322,28.198197,0.000524,0.893322,41.758960,1.293710,38.993751,44.811316,-0.002738,0.910110,39.322766,1.603134,34.196293,44.425631,0.002935,0.917468,12.609950,0.287501,12.058087,13.574491,0.000945,0.847485,104.283529,0.832527,102.591763,106.339094,0.015034,0.890312,46.646215,1.101160,43.953074,48.485328,0.006950,0.886448,224.475366,1.327956,221.078929,227.685784,0.007015,0.914045,214.424629,1.469550,211.343799,217.890467,0.005991,0.845521,225.751256,1.545777,221.657678,229.774035,-0.013748,0.897928,212.405371,1.511006,209.594901,216.383536,-0.001693,0.859835,771.798243,4.664968,762.105820,781.925057,-0.005950,0.885878,752.828385,5.636628,740.934190,768.503588,-0.012852,0.876249,774.321245,5.268418,762.610656,785.418429,-0.002265,0.917158,750.426998,4.870990,740.125847,765.708982,0.021886,0.899133,normal
27.944486,0.139668,27.424098,28.375129,0.000392,0.884247,27.847613,0.156814,27.493607,28.149584,-0.000055,0.919632,41.667475,1.343554,38.993751,45.050615,-0.000784,0.864445,39.319099,1.652520,34.196293,44.425631,0.001144,0.875797,12.579507,0.275556,11.792181,13.436548,0.000639,0.857748,104.821411,0.970381,102.933524,106.926681,0.021457,0.786249,46.649134,1.085013,43.953074,48.485328,0.001317,0.914233,224.531764,1.428855,221.078929,227.685784,-0.001471,0.895168,214.287210,1.478872,210.636860,217.890467,-0.005553,0.883458,225.482105,1.565755,221.657678,229.689152,-0.008645,0.857218,212.300797,1.561499,208.374247,215.706075,0.001273,0.872867,771.560763,4.468429,760.197755,780.021012,-0.016026,0.903389,752.357219,5.425909,737.830721,768.503588,-0.047557,0.874374,774.985973,5.576169,762.610656,787.317020,0.033451,0.882986,750.015112,5.501498,733.759007,762.524832,-0.007368,0.918487,normal
27.936454,0.133096,27.424098,28.375129,-0.000183,0.918845,27.855842,0.146116,27.493607,28.198640,-0.000386,0.905879,41.692622,1.363258,38.993751,45.050615,0.004531,0.900184,39.439611,1.663716,34.196293,44.425631,-0.004132,0.865538,12.594048,0.284211,11.792181,13.436548,-0.002691,0.918246,105.221301,0.891417,102.933524,106.969234,0.010500,0.902810,46.712656,0.963255,44.189305,49.330131,-0.001606,0.885819,224.663302,1.392880,221.079632,227.696464,0.001873,0.920149,214.299761,1.579836,210.142247,218.293151,-0.002046,0.894428,225.418233,1.598375,221.657678,229.689152,0.005634,0.925338,212.372122,1.630240,208.374247,216.549879,0.003916,0.896058,771.621549,4.588966,760.197755,781.496072,0.024031,0.858223,751.689739,5.875690,737.830721,768.503588,-0.013507,0.879074,775.130116,5.717886,762.610656,787.317020,0.006829,0.878138,750.199795,5.351596,733.759007,764.248778,-0.004407,0.886442,normal
27.935925,0.140010,27.424098,28.375129,0.000487,0.909534,27.841643,0.166160,27.493607,28.198640,0.000565,0.887027,41.608166,1.407369,39.101723,45.365479,-0.002794,0.888708,39.424100,1.609344,35.759089,43.412053,0.006135,0.854709,12.595677,0.296903,11.792181,13.436548,0.000956,0.895600,105.664682,0.896554,103.415868,107.689330,0.007514,0.892402,46.440055,1.034737,44.189305,49.330131,-0.003389,0.900150,224.669536,1.309030,221.079632,227.696464,0.006138,0.862347,214.298559,1.585368,210.142247,218.293151,0.005355,0.875323,225.413225,1.530682,221.820789,229.333979,0.001744,0.890803,212.390756,1.646154,208.352023,216.549879,0.001314,0.846869,771.577218,4.397128,760.197755,781.496072,0.010150,0.877423,751.394064,5.403725,737.830721,765.427811,-0.006131,0.886270,775.648713,5.025715,765.776656,787.317020,-0.014847,0.911881,749.336751,5.416723,733.759007,764.248778,-0.009335,0.916249,normal
27.937191,0.141817,27.612713,28.288405,0.000333,0.857935,27.845644,0.152308,27.562328,28.198640,-0.000152,0.867806,41.606731,1.308801,39.348758,45.365479,-0.002432,0.867741,39.585940,1.602067,35.759089,43.412053,0.007229,0.895474,12.611144,0.266676,12.083750,13.288433,-0.000126,0.873540,105.935025,0.914899,103.811882,108.563154,0.013271,0.891493,46.335918,0.949651,44.539401,49.330131,-0.006651,0.893445,224.763003,1.323349,221.296255,228.329291,-0.004396,0.871586,214.452181,1.478736,210.142247,218.293151,-0.001204,0.883534,225.526209,1.609674,221.858538,229.291553,-0.001007,0.889211,212.633000,1.522722,208.352023,216.549879,0.003760,0.880326,772.139673,4.772208,757.846163,781.496072,0.007521,0.861012,751.796806,5.610284,739.410017,768.835878,-0.009195,0.868778,775.459959,4.968508,765.776656,787.670153,0.010898,0.910049,749.688735,5.108357,738.160715,764.248778,-0.014766,0.859731,normal
27.948238,0.150084,27.612713,28.288405,0.000162,0.838975,27.836898,0.170934,27.427937,28.167154,-0.000424,0.843524,41.374153,1.295222,38.458236,45.365479,-0.001089,0.865509,39.557366,1.591734,35.620325,43.190638,-0.001012,0.903266,12.632836,0.286162,11.816427,13.320555,-0.001408,0.871248,106.212946,0.808669,104.031960,108.563154,0.000824,0.872727,46.178223,0.883678,44.390938,48.782612,0.001680,0.885085,224.663975,1.505816,221.296255,228.329291,-0.004769,0.915249,214.568263,1.308339,211.334921,217.582261,0.006545,0.906960,225.452192,1.564501,221.858538,229.252897,0.003514,0.858872,212.609204,1.450327,208.352023,215.594839,0.000821,0.906380,772.309501,5.000037,757.846163,783.585897,0.030237,0.877713,751.791286,5.199681,740.018722,768.835878,0.009305,0.853583,775.039356,4.724005,765.776656,787.670153,-0.033393,0.860187,749.448532,4.803406,738.160715,764.036152,0.027959,0.848360,normal
27.957204,0.159066,27.599685,28.339854,0.001197,0.883838,27.844449,0.166150,27.427937,28.213383,0.000421,0.888089,40.957944,1.399497,37.629500,43.812633,-0.025583,0.847138,38.998541,1.881055,33.171973,43.186299,-0.031128,0.889715,12.419656,0.456879,11.022694,13.320555,-0.009703,0.750534,106.271637,0.751774,104.944926,108.563154,-0.000520,0.911844,46.516278,0.875307,44.390938,48.511392,0.011968,0.850436,224.413864,1.617404,219.911604,228.329291,-0.011978,0.894055,214.339861,1.425123,210.677899,217.582261,-0.011491,0.872061,225.249130,1.596260,221.858538,229.252897,-0.014444,0.892913,212.369231,1.473169,209.053308,215.594839,-0.021991,0.886772,770.117015,7.167472,743.609754,783.585897,-0.141732,0.758425,749.276405,7.191871,728.344605,768.835878,-0.148112,0.812708,772.758429,6.109182,751.320523,787.670153,-0.126831,0.828914,747.647439,6.480498,728.088248,764.036152,-0.114738,0.764421,normal
27.952655,0.161752,27.580077,28.317060,-0.000462,0.914127,27.823791,0.172117,27.369485,28.323750,-0.000438,0.903566,42.776309,1.576202,39.253580,47.336151,-0.024538,0.765822,40.388259,1.740187,35.958985,44.422091,-0.013734,0.800199,12.990628,0.451850,12.180536,13.989321,-0.006075,0.662951,77.649132,6.603086,63.700199,88.637538,0.250750,0.424218,50.281799,1.332640,47.392348,54.183091,-0.028739,0.789646,225.945771,1.706911,220.869369,230.262757,0.008977,0.819665,216.012516,1.682065,212.236543,220.164034,0.012403,0.829246,226.773995,1.524051,223.247550,230.707654,0.013500,0.891535,213.790162,1.452240,210.277904,217.333001,0.007551,0.816854,779.209474,7.272118,766.038825,795.330975,-0.093599,0.482705,758.206945,8.212098,740.356469,777.669501,-0.096640,0.511460,782.039123,7.316671,767.423786,798.423599,-0.101045,0.522016,757.098085,7.780463,741.232206,775.463528,-0.124498,0.410827,normal
27.933401,0.144719,27.629141,28.317060,0.000402,0.886472,27.828905,0.164879,27.369485,28.230810,0.001128,0.905335,42.184577,1.588902,37.874378,46.154821,-0.025418,0.852460,39.865757,1.643117,36.478791,44.422091,-0.032461,0.853846,12.801294,0.446201,11.724794,13.989321,-0.009744,0.725155,84.155270,4.814875,74.038205,91.562680,0.181311,0.455955,49.547402,0.985677,47.247388,51.370910,-0.013654,0.891606,225.944401,1.706915,221.892133,230.262757,-0.032632,0.826857,215.850076,1.601149,211.024305,219.084058,-0.028402,0.812218,226.661056,1.612708,222.713973,230.707654,-0.024652,0.862493,213.751434,1.462742,208.846974,217.333001,-0.025395,0.848545,776.677844,8.038133,763.522651,795.330975,-0.228944,0.573007,756.034901,8.094070,740.356469,777.669501,-0.216165,0.651428,779.065751,7.284951,765.840841,798.423599,-0.207891,0.691787,754.252035,8.490718,738.065968,775.463528,-0.226909,0.625020,normal
27.962862,0.138381,27.629141,28.317060,0.000398,0.871359,27.853089,0.178166,27.369485,28.239123,0.000099,0.886428,41.670194,1.440333,37.874378,45.256709,-0.003654,0.885661,39.420887,1.540316,36.478791,43.405672,-0.006875,0.873029,12.619547,0.305193,11.724794,13.320734,0.000027,0.841403,89.058738,3.730178,81.714666,96.122151,0.139423,0.482591,49.025445,0.998503,47.093758,51.355762,-0.020415,0.825495,225.108114,1.461668,221.892133,228.634131,-0.014566,0.831951,215.099294,1.717196,211.024305,218.962273,-0.026411,0.857093,226.074753,1.702991,221.714243,229.527015,-0.020307,0.865744,212.958044,1.373924,208.846974,215.984633,-0.022122,0.861742,772.280134,5.354986,760.407831,789.714214,-0.017305,0.865240,751.744957,5.178365,740.356469,766.129764,-0.019524,0.906282,775.357572,5.212861,764.143787,787.204430,-0.038779,0.901056,749.855138,5.524049,738.065968,764.152784,-0.002767,0.870423,normal
27.971597,0.139722,27.627141,28.282254,0.000940,0.900726,27.851388,0.163789,27.492107,28.239123,-0.000880,0.908334,41.567933,1.535235,37.874378,45.788523,-0.006885,0.884161,39.283606,1.556171,36.478791,43.405672,0.000737,0.902229,12.584994,0.324067,11.724794,13.402357,0.000089,0.889612,92.964505,3.289575,85.521507,98.596862,0.122341,0.491971,48.402446,1.133108,45.143233,51.268704,-0.022275,0.846275,224.670558,1.405855,221.384165,228.634131,-0.009264,0.867782,214.703862,1.551487,211.024305,218.775711,-0.003578,0.867095,225.605539,1.647956,221.714243,229.192325,-0.005733,0.911384,212.561318,1.462589,208.831506,215.775537,-0.013555,0.874931,771.552499,5.814399,760.407831,789.714214,-0.006151,0.884735,752.139354,4.714244,742.300096,763.561970,0.020220,0.865689,774.679201,5.008281,764.143787,786.470142,-0.008374,0.878102,750.186644,5.333648,738.065968,764.152784,0.018764,0.901549,normal
27.979969,0.143499,27.627141,28.282254,-0.000783,0.873556,27.864840,0.161475,27.503101,28.298357,0.000542,0.861016,41.597126,1.546998,37.917635,45.788523,0.002398,0.881519,39.482958,1.656505,35.263292,43.405672,-0.002015,0.875255,12.596768,0.317781,11.754548,13.402357,-0.001764,0.882707,96.097144,2.535349,90.561001,100.237047,0.092482,0.475346,47.876497,0.994337,45.143233,50.054826,-0.013116,0.845622,224.493808,1.425097,221.384165,227.774943,-0.001805,0.876307,214.466286,1.601305,211.066351,218.775711,-0.006565,0.893795,225.497858,1.608961,221.714243,229.192325,-0.003707,0.892787,212.563904,1.508613,208.831506,216.064396,0.010923,0.850784,771.471333,6.325825,758.552186,789.714214,-0.022381,0.851838,752.678290,5.270431,740.495143,763.835414,0.023862,0.871250,774.936778,4.816372,764.143787,786.470142,-0.005917,0.866011,750.077539,5.062302,740.443408,759.619249,-0.016909,0.886891,normal
27.956647,0.152299,27.627141,28.282254,-0.001133,0.874330,27.851628,0.147973,27.523447,28.298357,-0.000055,0.878132,41.472434,1.551811,37.809436,45.788523,-0.001736,0.869323,39.425406,1.714572,35.263292,43.387653,0.001691,0.886954,12.585265,0.335176,11.742064,13.402357,0.000114,0.901864,98.425610,1.754840,95.130972,102.169385,0.061984,0.568227,47.543693,0.961273,44.984377,49.664379,-0.005658,0.902844,224.492174,1.601966,221.083903,228.775664,0.004180,0.873183,214.560532,1.523767,211.066351,218.997592,-0.002584,0.883125,225.354821,1.681968,220.890016,228.781361,-0.003414,0.900460,212.745716,1.534954,208.831506,216.714350,0.008325,0.863689,771.845158,5.665885,758.552186,783.706702,0.028387,0.873896,752.640051,5.115615,740.495143,763.835414,-0.038405,0.902990,775.019522,4.513820,764.249154,785.984086,0.014009,0.889106,749.960600,5.016203,733.396272,759.619249,-0.023044,0.893232,normal
27.957712,0.149053,27.655747,28.274911,0.000750,0.849632,27.860913,0.138951,27.523447,28.298357,-0.000831,0.905947,41.612695,1.470879,37.809436,45.603003,0.003766,0.899854,39.498454,1.544194,35.263292,43.387653,-0.004475,0.899243,12.594889,0.337607,11.742064,13.323563,0.000053,0.908342,100.243810,1.602107,96.890538,103.519564,0.056365,0.540455,47.296824,0.911119,44.984377,49.085759,-0.007063,0.860326,224.331343,1.643535,221.083903,228.775664,-0.012889,0.946041,214.481251,1.445537,211.321417,218.997592,0.005890,0.894610,225.333697,1.633172,220.890016,228.781361,0.002288,0.910702,212.856985,1.574974,207.646934,216.739153,-0.003730,0.844512,772.029097,5.287349,758.552186,783.706702,0.001976,0.914369,752.659836,5.063768,740.495143,763.835414,0.000106,0.887255,775.034238,4.856909,762.897126,784.547238,-0.009291,0.891093,749.697693,5.047803,733.396272,759.619249,0.021729,0.886564,normal
27.957692,0.140958,27.670884,28.299469,0.000832,0.903491,27.856665,0.142144,27.495354,28.169936,0.001103,0.903786,41.460673,1.322026,37.809436,44.117096,0.002894,0.892982,39.425341,1.383758,35.771347,42.977823,0.000104,0.907372,12.592407,0.328407,11.742064,13.288724,-0.000858,0.890189,101.670417,1.393415,98.093429,104.320745,0.046244,0.590046,47.026801,0.937253,44.984377,49.085759,-0.010529,0.853936,224.281328,1.664358,220.472915,228.775664,-0.007751,0.887782,214.646839,1.452226,211.721452,218.997592,-0.002029,0.865928,225.233370,1.545755,220.890016,228.781361,0.000929,0.916960,212.717947,1.545622,207.646934,216.739153,-0.003101,0.880230,772.699416,4.611675,761.214749,782.105416,-0.011617,0.845484,752.886974,4.725245,742.539174,765.624557,0.044872,0.838275,774.476367,5.018007,762.897126,786.651737,-0.032305,0.901749,749.429076,5.296476,733.396272,759.695681,-0.008013,0.874732,normal
27.954988,0.151027,27.492969,28.299469,-0.001187,0.908327,27.882655,0.142477,27.495354,28.167728,0.000674,0.858035,41.568638,1.457151,37.720830,44.803848,-0.004672,0.880474,39.409181,1.262783,35.894569,41.861452,-0.004478,0.871462,12.582448,0.279383,11.810028,13.262172,-0.000121,0.840150,102.971266,1.101803,100.985511,106.021140,0.032153,0.689156,46.893412,0.915156,44.723120,49.097000,0.000565,0.861108,224.263432,1.559196,220.472915,228.440267,0.007971,0.884759,214.641822,1.472346,211.527905,218.534493,0.000009,0.885758,225.398292,1.425228,221.970942,228.993261,0.004130,0.891326,212.630440,1.639130,207.646934,216.739153,-0.000978,0.896460,772.596608,4.655438,761.214749,784.818840,0.023652,0.891438,753.153848,4.969749,742.266636,766.834019,-0.023466,0.853057,774.811401,5.744015,762.897126,790.036420,0.025580,0.891678,749.321280,4.934038,738.826821,759.695681,-0.003387,0.890181,normal
